feature,mutual_information,selected
OG0000524,0.09546720498531669,True
OG0003886,0.09521698843232107,True
OG0000325,0.08997506940875155,True
OG0003956,0.08698009734015333,True
OG0004063,0.08348234213911665,True
OG0003329,0.07922225195278876,True
OG0003944,0.07905156858011808,True
OG0003809,0.07856536304557693,True
OG0000427,0.0774120986042024,True
OG0005658,0.07638177622101039,True
OG0003915,0.07633100386282199,True
OG0003854,0.07475281114118992,True
OG0003752,0.0745434721803715,True
OG0003883,0.07385469588185312,True
OG0003780,0.07305008637884725,True
OG0004008,0.072141581747593,True
OG0003905,0.07198031633884727,True
OG0003735,0.07187275839699381,True
OG0003648,0.07184958440816902,True
OG0005776,0.07111579142777047,True
OG0000440,0.07082076065433518,True
OG0000602,0.07008684489111783,True
OG0005329,0.06951582100867038,True
OG0003652,0.06909042833633028,True
OG0003923,0.06871497205890398,True
OG0000632,0.06828113493681753,True
OG0003881,0.06768958610780063,True
OG0004315,0.06750469008725624,True
OG0004051,0.06733964962783112,True
OG0003730,0.06722654656633198,True
OG0003839,0.06683348171426329,True
OG0000769,0.06680502656885134,True
OG0005368,0.0667835795562628,True
OG0005960,0.06669736248511104,True
OG0003866,0.06627459200059294,True
OG0003165,0.06614508970782995,True
OG0003825,0.06610554040665817,True
OG0004310,0.06595511002436072,True
OG0003199,0.06578977642635753,True
OG0005461,0.06563990944486187,True
OG0004117,0.06541645269312979,True
OG0005971,0.06477042817602552,True
OG0003962,0.06397990287865829,True
OG0005997,0.06381220959119305,True
OG0003953,0.06374448603034621,True
OG0005757,0.06357872147952315,True
OG0005636,0.06349898858575576,True
OG0004089,0.0631654981004921,True
OG0003758,0.06273617108743679,True
OG0003779,0.062406502789165375,True
OG0003920,0.0622726975878769,True
OG0005640,0.061937041908787016,True
OG0000420,0.0609190836664113,True
OG0005577,0.060915551504376,True
OG0000712,0.060814130722322224,True
OG0003970,0.06074372915298998,True
OG0000354,0.06068518070712248,True
OG0005611,0.06058146707429213,True
OG0003674,0.06048942498301679,True
OG0003654,0.06012621171933619,True
OG0003871,0.05995162646063834,True
OG0003682,0.059561156694422523,True
OG0000816,0.05920745916238457,True
OG0003694,0.05919242267397462,True
OG0004043,0.05880187478667587,True
OG0003801,0.058728228509319136,True
OG0004090,0.058339734800678444,True
OG0003676,0.05820030261666953,True
OG0003573,0.05775104155985167,True
OG0003876,0.05757271987623369,True
OG0003580,0.057557145651747854,True
OG0003530,0.057503757897855445,True
OG0000094,0.05742357969883449,True
OG0003793,0.057406526397732804,True
OG0003864,0.057281702464297535,True
OG0003878,0.05723041979547161,True
OG0004151,0.05715539949488724,True
OG0002986,0.05705271884624019,True
OG0000088,0.056922713850302786,True
OG0003928,0.0564830778772023,True
OG0000601,0.05608680459308846,True
OG0004066,0.05582591146234339,True
OG0004003,0.05579091133011249,True
OG0003831,0.05560050670085981,True
OG0005759,0.05541010056203355,True
OG0004012,0.05523569629315528,True
OG0005293,0.05515542757804859,True
OG0004026,0.05501800491454323,True
OG0003739,0.05493405821024511,True
OG0003597,0.054625078194102894,True
OG0000900,0.05449907652125918,True
OG0004087,0.05445525881232616,True
OG0003858,0.054444687495980526,True
OG0006223,0.05424718492215752,True
OG0000747,0.05420415881643503,True
OG0004271,0.05414377274897486,True
OG0004015,0.05409011480810433,True
OG0005794,0.054083485397035114,True
OG0003755,0.0540124342427728,True
OG0000838,0.053927367005045745,True
OG0003846,0.053711991444877594,True
OG0004059,0.05363115355820591,True
OG0005792,0.05357450420607224,True
OG0000039,0.05341054464752837,True
OG0004062,0.05338430139062966,True
OG0004118,0.05335566557404681,True
OG0003802,0.053101415073353975,True
