Feature,Mean_Signed,Std_MeanAcrossFolds,Impact_Magnitude,Impact_Direction,Fold_Level_Impact,Sample_Level_Impact
OG0000802,-0.03269614,0.047627028,0.03269614,Negative,0.03367742523550987,0.1029084324836731
OG0000738,-0.006928598,0.015120132,0.006928598,Negative,0.010691573843359947,0.04385810345411301
OG0005461,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000094,0.003208398,0.00045386935,0.003208398,Positive,0.003208403941243887,0.017937717959284782
OG0004132,-0.0076538553,0.010824186,0.0076538553,Negative,0.007653846405446529,0.0354531966149807
OG0004302,-0.0075181406,0.0061270185,0.0075181406,Negative,0.0075181326828897,0.0704074427485466
OG0003747,-0.0147995725,0.013347198,0.0147995725,Negative,0.014799566008150578,0.05392000079154968
OG0003199,0.01840283,0.02363352,0.01840283,Positive,0.018402788788080215,0.10057517886161804
OG0003878,0.009870815,0.008816983,0.009870815,Positive,0.009870806708931923,0.056007154285907745
OG0003612,-0.050187852,0.024530841,0.050187852,Negative,0.050187848508358,0.21408186852931976
OG0003903,0.009489542,0.019074164,0.009489542,Positive,0.013487470336258411,0.18172019720077515
OG0003841,0.007407764,0.014021559,0.007407764,Positive,0.009914739057421684,0.05065668746829033
OG0001989,0.0023856794,0.0055347146,0.0023856794,Positive,0.003913643304258585,0.024894610047340393
OG0003755,-0.0008993724,0.002684619,0.0008993724,Negative,0.0018983110785484314,0.021775130182504654
OG0001169,-0.0035431697,0.003595551,0.0035431697,Negative,0.0035431727301329374,0.04040560871362686
OG0003652,0.004201213,0.0052010226,0.004201213,Positive,0.004201210103929043,0.10235850512981415
OG0005958,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003904,-0.017385557,0.013556421,0.017385557,Negative,0.017385555431246758,0.0616828091442585
OG0003901,-0.0020976972,0.011075245,0.0020976972,Negative,0.007831374183297157,0.04693922400474548
OG0000633,2.6577254e-05,3.7585913e-05,2.6577254e-05,Positive,2.65746839431813e-05,0.015228603035211563
OG0003857,-0.005450544,0.0007128899,0.005450544,Negative,0.005450546741485596,0.04568532854318619
OG0003862,0.0029453188,0.006431299,0.0029453188,Positive,0.004547617863863707,0.05373617634177208
OG0003780,0.005808494,0.020805037,0.005808494,Positive,0.014711378142237663,0.21685367822647095
OG0004296,0.0056770723,0.007934078,0.0056770723,Positive,0.005677066743373871,0.02429780177772045
OG0000779,-0.009582294,0.0074794884,0.009582294,Negative,0.009582295082509518,0.045350342988967896
OG0003812,0.0032344493,0.022772158,0.0032344493,Positive,0.016102340072393417,0.07297760248184204
OG0005684,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003574,-0.003730562,0.011297752,0.003730562,Negative,0.00798872485756874,0.034130245447158813
OG0000717,-0.00738186,0.0021268942,0.00738186,Negative,0.007381864823400974,0.039075739681720734
OG0001061,-0.0038342432,0.011009013,0.0038342432,Negative,0.007784550078213215,0.024642447009682655
OG0004698,-0.001021228,0.0014442345,0.001021228,Negative,0.0010212280321866274,0.007008299231529236
OG0003992,-0.015124385,0.02138911,0.015124385,Negative,0.015124388970434666,0.10338911414146423
OG0003989,0.020817352,0.022823354,0.020817352,Positive,0.020817317068576813,0.061512358486652374
OG0003610,-0.0051657655,0.0073054954,0.0051657655,Negative,0.0051657636649906635,0.030695917084813118
OG0005707,-0.0014574805,0.0020611887,0.0014574805,Negative,0.0014574808301404119,0.003230269765481353
OG0003840,-0.008956358,0.019808657,0.008956358,Negative,0.014006845653057098,0.04001656174659729
OG0000611,0.0019992879,0.00282742,0.0019992879,Positive,0.0019992843735963106,0.006141392048448324
OG0005738,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003354,-0.021656431,0.0037256433,0.021656431,Negative,0.021656423807144165,0.17489513754844666
OG0013565,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000108,-0.017189056,0.009173619,0.017189056,Negative,0.01718904823064804,0.07466751337051392
OG0003616,-0.004252125,0.006013413,0.004252125,Negative,0.004252130165696144,0.040265001356601715
OG0003960,0.010916833,0.015438733,0.010916833,Positive,0.010916832834482193,0.02444360964000225
OG0004337,-0.008428991,0.004722807,0.008428991,Negative,0.008428998291492462,0.029858708381652832
OG0000524,0.0005707686,0.0010603338,0.0005707686,Positive,0.0007497697952203453,0.019690178334712982
OG0000194,-0.0028957112,0.0040951543,0.0028957112,Negative,0.002895713783800602,0.015163454227149487
OG0004165,-0.0127358185,0.019252624,0.0127358185,Negative,0.013613671064376831,0.0671476274728775
OG0005991,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003691,-0.0024146915,0.010966789,0.0024146915,Negative,0.007754680700600147,0.10101228207349777
OG0003654,-0.0016615762,0.0023498237,0.0016615762,Negative,0.0016615699278190732,0.02105371095240116
OG0000427,-0.021609325,0.0461041,0.021609325,Negative,0.032600514590740204,0.10062216967344284
OG0003722,-0.009135712,0.012363254,0.009135712,Negative,0.009135698899626732,0.0422230027616024
OG0005638,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000760,-0.004222302,0.008071719,0.004222302,Negative,0.005707568023353815,0.04820454120635986
OG0002359,0.004610451,0.009315173,0.004610451,Positive,0.006586830131709576,0.06496801972389221
OG0004062,0.015644392,0.00901652,0.015644392,Positive,0.0156443789601326,0.062415409833192825
OG0003758,-0.02699348,0.01768261,0.02699348,Negative,0.026993494480848312,0.08616973459720612
OG0031205,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000477,0.005567411,0.0061784266,0.005567411,Positive,0.005567408632487059,0.024206161499023438
OG0003831,-0.004766107,0.006740293,0.004766107,Negative,0.004766114521771669,0.024686533957719803
OG0003666,-0.00889072,0.0023690758,0.00889072,Negative,0.008890719152987003,0.055870071053504944
OG0005621,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004196,-0.011585344,0.017615827,0.011585344,Negative,0.012456284835934639,0.03722994029521942
OG0005368,0.0,0.0,0.0,Neutral,0.0,0.0
OG0009809,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005132,0.0,0.0,0.0,Neutral,0.0,0.0
OG0001402,-0.0023866487,0.008531235,0.0023866487,Negative,0.0060324822552502155,0.08837927132844925
OG0003923,-0.0085973255,0.006543384,0.0085973255,Negative,0.008597332052886486,0.053114116191864014
OG0003619,-0.0019137458,0.0027064453,0.0019137458,Negative,0.0019137444905936718,0.024373428896069527
OG0018937,0.0,0.0,0.0,Neutral,0.0,0.0
OG0006379,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004097,-0.0012149271,0.024129204,0.0012149271,Negative,0.017061937600374222,0.10683173686265945
OG0003766,0.0095751,0.0031583323,0.0095751,Positive,0.009575104340910912,0.06076758727431297
OG0004290,0.00063210493,0.018437454,0.00063210493,Positive,0.013037232682108879,0.07458283007144928
OG0005853,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003850,0.0029831415,0.004218799,0.0029831415,Positive,0.0029831419233232737,0.060737088322639465
OG0005705,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003899,-0.0038625058,0.0051875464,0.0038625058,Negative,0.003862502984702587,0.040145598351955414
OG0006230,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005270,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003588,-0.0065702093,0.0026546752,0.0065702093,Negative,0.006570212077349424,0.10694248229265213
OG0004378,0.002273434,0.010952936,0.002273434,Positive,0.007744890172034502,0.052881546318531036
OG0000088,0.020376671,0.011578823,0.020376671,Positive,0.020376674830913544,0.05765974521636963
OG0003814,0.016484683,0.030265016,0.016484683,Positive,0.02140059508383274,0.09496933221817017
OG0035576,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003956,-0.0010170598,0.0014988895,0.0010170598,Negative,0.0010598758235573769,0.015901969745755196
OG0004075,-0.01206263,0.048093557,0.01206263,Negative,0.034007247537374496,0.14975731074810028
OG0003981,-0.02510877,0.029389223,0.02510877,Negative,0.025108758360147476,0.10287348926067352
OG0005959,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003928,-0.0029063947,0.0020739702,0.0029063947,Negative,0.0029063981492072344,0.045244164764881134
OG0002900,-0.0034115966,0.02700836,0.0034115966,Negative,0.019097793847322464,0.06966602057218552
OG0004272,-0.0054791723,0.02039132,0.0054791723,Negative,0.014418847858905792,0.0480877086520195
OG0005589,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005960,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004157,-0.0076552504,0.010826159,0.0076552504,Negative,0.007655242923647165,0.019110456109046936
OG0004089,-0.012945125,0.015000273,0.012945125,Negative,0.012945129536092281,0.06316462904214859
OG0002074,-0.00080665736,0.0011407858,0.00080665736,Negative,0.0008066584123298526,0.020145785063505173
OG0000268,-0.00316978,0.0044827457,0.00316978,Negative,0.003169778734445572,0.02177394926548004
OG0005622,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005451,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003247,0.0018822784,0.006669887,0.0018822784,Positive,0.004716323688626289,0.03565110266208649
OG0004680,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004606,-0.0029007297,0.0041022515,0.0029007297,Negative,0.0029007240664213896,0.010056543163955212
OG0005658,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004026,-0.01759151,0.009730437,0.01759151,Negative,0.01759149320423603,0.095233254134655
OG0000838,-0.0005737031,0.014370762,0.0005737031,Negative,0.01016167365014553,0.12629325687885284
OG0004035,-0.004697824,0.05138778,0.004697824,Negative,0.03633666783571243,0.20165713131427765
OG0003739,-0.0028412417,0.0040181223,0.0028412417,Negative,0.002841243287548423,0.03304867446422577
OG0005758,0.0,0.0,0.0,Neutral,0.0,0.0
OG0001874,0.003965168,0.01165902,0.003965168,Positive,0.00824416521936655,0.0683392882347107
OG0003488,0.012681466,0.008963354,0.012681466,Positive,0.012681461870670319,0.14551684260368347
OG0003999,-0.030657746,0.0433566,0.030657746,Negative,0.030657757073640823,0.07058844715356827
OG0003805,0.0017935471,0.0025364587,0.0017935471,Positive,0.0017935446230694652,0.010885541327297688
OG0004008,-0.010167068,0.002570749,0.010167068,Negative,0.010167073458433151,0.057945236563682556
OG0003925,-0.0035436456,0.0026149924,0.0035436456,Negative,0.003543643280863762,0.0733274295926094
OG0006304,7.181063e-05,0.00010155557,7.181063e-05,Positive,7.181050023064017e-05,0.010922116227447987
OG0017838,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000772,-0.004504785,0.006370728,0.004504785,Negative,0.0045047951862216,0.019386403262615204
OG0000797,-0.0014205757,0.0015537178,0.0014205757,Negative,0.001420574844814837,0.046675749123096466
OG0003580,-0.0029257734,0.005139715,0.0029257734,Negative,0.0036343263927847147,0.05034736543893814
OG0006807,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003526,0.0044974918,0.0021121122,0.0044974918,Positive,0.00449749082326889,0.07361752539873123
OG0000053,-0.019546377,0.019401398,0.019546377,Negative,0.01954638585448265,0.13093136250972748
OG0004177,-0.011539036,0.016318662,0.011539036,Negative,0.011539051309227943,0.038591817021369934
OG0001888,-0.005072765,0.017502196,0.005072765,Negative,0.01237592101097107,0.06560461223125458
OG0005807,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003816,0.0,0.0,0.0,Neutral,0.0,0.0
OG0002986,-0.006413227,0.005627488,0.006413227,Negative,0.006413221824914217,0.031260471791028976
OG0003207,-0.009811312,0.038688704,0.009811312,Negative,0.027357060462236404,0.18420037627220154
OG0032156,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005623,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005759,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005460,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003648,-0.0062706596,0.008568458,0.0062706596,Negative,0.006270660553127527,0.07069823890924454
OG0004434,-0.016178265,0.022135999,0.016178265,Negative,0.016178254038095474,0.049564991146326065
OG0004151,-0.028365092,0.035898183,0.028365092,Negative,0.02836509235203266,0.09822045266628265
OG0004101,-0.019116309,0.01871234,0.019116309,Negative,0.019116302952170372,0.09810736775398254
OG0011495,0.0,0.0,0.0,Neutral,0.0,0.0
OG0006982,0.0,0.0,0.0,Neutral,0.0,0.0
OG0023624,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003921,0.0149079785,0.007144452,0.0149079785,Positive,0.014907975681126118,0.07074641436338425
OG0000330,0.0033022496,0.0018772485,0.0033022496,Positive,0.003302244935184717,0.05898091942071915
OG0023023,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005329,0.0,0.0,0.0,Neutral,0.0,0.0
OG0040154,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000273,-0.011227173,0.005261377,0.011227173,Negative,0.01122717373073101,0.15088790655136108
OG0000632,-0.017257657,0.0035004842,0.017257657,Negative,0.017257649451494217,0.07543579488992691
OG0003803,0.017321441,0.024496216,0.017321441,Positive,0.01732143759727478,0.07979323714971542
OG0003674,-0.0053718267,0.0061016353,0.0053718267,Negative,0.005371827632188797,0.03861132264137268
OG0005528,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003859,-0.018058334,0.02553834,0.018058334,Negative,0.018058350309729576,0.042623572051525116
OG0003875,0.0093833,0.013269991,0.0093833,Positive,0.009383302181959152,0.033858511596918106
OG0002759,-0.0035243079,0.007654051,0.0035243079,Negative,0.005412232596427202,0.12363570928573608
OG0002262,0.0009885291,0.0017385047,0.0009885291,Positive,0.0012293064501136541,0.03212764486670494
OG0049280,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003204,0.0012819846,0.0036535612,0.0012819846,Positive,0.0025834571570158005,0.045228924602270126
OG0003156,-0.0018466264,0.0011821913,0.0018466264,Negative,0.0018466251203790307,0.044132743030786514
OG0004389,0.0031146654,0.0028636504,0.0031146654,Positive,0.0031146651599556208,0.04473854973912239
OG0003512,0.0,0.0,0.0,Neutral,0.0,0.0
OG0000545,-0.00053172116,0.0007519673,0.00053172116,Negative,0.000531722093001008,0.01571383699774742
OG0003838,-0.028969016,0.04401589,0.028969016,Negative,0.031123926863074303,0.12351107597351074
OG0003730,0.0050800433,0.01026451,0.0050800433,Positive,0.007258112542331219,0.05350426584482193
OG0003373,-0.0007805131,0.0011038122,0.0007805131,Negative,0.0007805131026543677,0.046042535454034805
OG0005410,0.0,0.0,0.0,Neutral,0.0,0.0
OG0029773,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003221,-0.015514441,0.016264418,0.015514441,Negative,0.015514448285102844,0.09920117259025574
OG0005640,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005794,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003835,0.0011680195,0.001651829,0.0011680195,Positive,0.0011680236784741282,0.019110945984721184
OG0035448,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005667,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005817,0.0,0.0,0.0,Neutral,0.0,0.0
OG0006478,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004237,-0.02469874,0.049162224,0.02469874,Negative,0.034762948751449585,0.21943700313568115
OG0004767,-0.014214218,0.008511142,0.014214218,Negative,0.014214231632649899,0.12483613193035126
OG0004459,-0.0026370804,0.0037293949,0.0026370804,Negative,0.0026370829436928034,0.02449856884777546
OG0005337,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005577,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003882,-0.012484042,0.007029655,0.012484042,Negative,0.012484041973948479,0.06273636966943741
OG0000573,0.00011688214,0.00016529631,0.00011688214,Positive,0.00011687778896884993,0.02965516224503517
OG0005293,0.0,0.0,0.0,Neutral,0.0,0.0
OG0002344,-0.002441279,0.0034524899,0.002441279,Negative,0.002441278425976634,0.04911046475172043
OG0002180,0.0067092907,0.00948837,0.0067092907,Positive,0.0067092981189489365,0.028677266091108322
OG0004064,-0.005027663,0.0044815633,0.005027663,Negative,0.005027660168707371,0.025540262460708618
OG0001498,-0.013286295,0.006213719,0.013286295,Negative,0.013286298140883446,0.09408219903707504
OG0036413,0.0,0.0,0.0,Neutral,0.0,0.0
OG0003876,-0.0014705509,0.013265136,0.0014705509,Negative,0.009379861876368523,0.05143451690673828
OG0003910,-0.0037799382,0.008488504,0.0037799382,Negative,0.006002278998494148,0.02791818045079708
OG0004285,0.007462331,0.01055333,0.007462331,Positive,0.007462331093847752,0.0466943122446537
OG0004451,0.011126558,0.009961754,0.011126558,Positive,0.011126557365059853,0.07483331114053726
OG0005810,0.0,0.0,0.0,Neutral,0.0,0.0
OG0001053,-0.019306574,0.016854284,0.019306574,Negative,0.019306566566228867,0.0867416262626648
OG0005730,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005670,0.0,0.0,0.0,Neutral,0.0,0.0
OG0004326,0.0039061203,0.0057283984,0.0039061203,Positive,0.004050586838275194,0.04082382097840309
OG0003741,-0.0009606098,0.0013585074,0.0009606098,Negative,0.0009606066159904003,0.005504067987203598
OG0003784,0.007310073,0.010338004,0.007310073,Positive,0.00731007382273674,0.026982760056853294
OG0003868,0.018836837,0.022395471,0.018836837,Positive,0.018836839124560356,0.08177164942026138
OG0005856,0.0,0.0,0.0,Neutral,0.0,0.0
OG0005775,0.0,0.0,0.0,Neutral,0.0,0.0
