Feature,Importance
OG0004063,0.01412067
OG0004271,0.007462896
OG0003931,0.00043480928
OG0003854,0.0035974467
OG0000440,0.0022663537
OG0003846,0.0024741653
OG0003953,0.0014461174
OG0003871,0.00050523796
OG0005561,0.0
OG0003920,0.00071460434
OG0003834,0.001381534
OG0003883,0.001056084
OG0003881,0.0027152828
OG0003800,0.003115358
OG0003905,0.0013614269
OG0003895,0.0017461568
OG0004003,0.0037735335
OG0003948,0.0012199258
OG0004029,0.0014397718
OG0003329,0.0008875808
OG0003962,0.001115753
OG0003886,0.0017868987
OG0000602,0.005247647
OG0004173,0.0017503104
OG0000695,0.005220197
OG0003530,0.0016112797
OG0000325,0.0011148915
OG0004535,0.008234532
OG0003821,0.0038691696
OG0004051,0.0031916907
OG0003694,0.0
OG0004189,0.002845607
OG0004118,0.0019897087
OG0000816,0.0032343229
OG0000039,0.0020380286
OG0003944,0.0018230634
OG0003752,0.0020976816
OG0000668,0.00054219476
OG0000520,0.0046539814
OG0004250,0.0022705651
OG0003825,0.0027247
OG0003867,0.0024774987
OG0003676,0.003500986
OG0005297,0.0
OG0000354,0.020922797
OG0004315,0.0032625475
OG0000745,0.00034279068
OG0000769,0.0027220873
OG0000420,0.008645871
OG0003849,0.00088914525
OG0004090,0.009134993
OG0004310,0.0057171686
OG0000334,0.0063850787
OG0003996,0.0
OG0004269,0.00532148
OG0003884,0.0023457068
OG0003689,0.0
OG0003754,0.008072712
OG0005169,0.0
OG0003866,0.0064938683
OG0003735,0.0021443672
OG0003447,0.0014897309
OG0003809,0.0013763395
OG0004044,0.0025667718
OG0004059,0.0006988391
OG0000470,0.0034370844
OG0000029,0.00053407426
OG0003597,0.0029117616
OG0003736,0.0012457082
OG0000747,0.000672699
OG0003775,0.005392654
OG0003927,0.004278813
OG0004357,0.0039609387
OG0003845,0.001835615
OG0004263,0.0005757866
OG0012574,0.0
OG0000468,0.0019463216
OG0000102,0.006106945
OG0003839,0.0029412964
OG0004162,0.0
OG0004232,0.00056949264
OG0003790,0.0
OG0003460,0.0015075417
OG0003663,0.000770805
OG0005613,0.0
OG0004070,0.025601903
OG0004223,0.00066472485
OG0003915,0.0029057325
OG0003864,0.007724036
OG0005497,0.0
OG0003793,0.0
OG0004481,0.0020728828
OG0004056,0.0025129882
OG0003788,0.0008935053
OG0005636,0.0
OG0003673,0.0067328173
OG0003824,0.005082362
OG0005641,0.0
OG0000802,0.0025334414
OG0000738,0.0014249223
OG0005461,0.0
OG0000094,0.012890033
OG0004132,0.003266473
OG0004302,0.0011836468
OG0003747,0.0056772637
OG0003199,0.00080027524
OG0003878,0.0035426554
OG0003612,0.0017988562
OG0003903,0.0016705156
OG0003841,0.0020985818
OG0001989,0.0012557015
OG0003755,0.0039534876
OG0001169,0.003320487
OG0003652,0.0042185695
OG0005958,0.0
OG0003904,0.0025689378
OG0003901,0.0011606127
OG0000633,0.0021534455
OG0003857,0.0009857506
OG0003862,0.0007336769
OG0003780,0.0053229323
OG0004296,0.0024582879
OG0000779,0.00092618394
OG0003812,0.0030541935
OG0005684,0.0
OG0003574,0.0027864424
OG0000717,0.002866976
OG0001061,0.0031773923
OG0004698,0.0
OG0003992,0.0
OG0003989,0.004693375
OG0003610,0.003490084
OG0005707,0.0
OG0003840,0.0031389317
OG0000611,0.0026174325
OG0005738,0.0
OG0003354,0.002467515
OG0013565,0.0
OG0000108,0.0023223276
OG0003616,0.0
OG0003960,0.0021738021
OG0004337,0.0014216105
OG0000524,0.00069007237
OG0000194,0.0
OG0004165,0.0046858783
OG0005991,0.0
OG0003691,0.00095652725
OG0003654,0.00056238135
OG0000427,0.003002457
OG0003722,0.008365834
OG0005638,0.0
OG0000760,0.003494165
OG0002359,0.002858898
OG0004062,0.0024113527
OG0003758,0.0021568092
OG0031205,0.0
OG0000477,0.0031906003
OG0003831,0.0026650054
OG0003666,0.00627973
OG0005621,0.0
OG0004196,0.002993691
OG0005368,0.0
OG0009809,0.0
OG0005132,0.0
OG0001402,0.0019895434
OG0003923,0.007711315
OG0003619,0.0
OG0018937,0.0
OG0006379,0.0
OG0004097,0.002530664
OG0003766,0.00065455
OG0004290,0.00043816428
OG0005853,0.0
OG0003850,0.0
OG0005705,0.0
OG0003899,0.0002596051
OG0006230,0.0
OG0005270,0.0
OG0003588,0.0026362066
OG0004378,0.00089741405
OG0000088,0.0026417077
OG0003814,0.0013665917
OG0035576,0.0
OG0003956,0.00050375814
OG0004075,0.012972365
OG0003981,0.0017616092
OG0005959,0.0
OG0003928,0.0012357505
OG0002900,0.003775812
OG0004272,0.0034371617
OG0005589,0.0
OG0005960,0.0
OG0004157,0.00094820716
OG0004089,0.0019758544
OG0002074,0.0
OG0000268,0.0036314602
OG0005622,0.0
OG0005451,0.0
OG0003247,0.003737753
OG0004680,0.0
OG0004606,0.0
OG0005658,0.0
OG0004026,0.00095337396
OG0000838,0.003094717
OG0004035,0.001843932
OG0003739,0.0
OG0005758,0.0
OG0001874,0.002559554
OG0003488,0.0041557136
OG0003999,0.002777631
OG0003805,0.0
OG0004008,0.0038840466
OG0003925,0.0044170497
OG0006304,0.0
OG0017838,0.0
OG0000772,0.002650897
OG0000797,0.0018221873
OG0003580,0.0034127631
OG0006807,0.0
OG0003526,0.001533456
OG0000053,0.00063247693
OG0004177,0.0
OG0001888,0.0011005205
OG0005807,0.0
OG0003816,0.0
OG0002986,0.001330693
OG0003207,0.0009226677
OG0032156,0.0
OG0005623,0.0
OG0005759,0.0
OG0005460,0.0
OG0003648,0.0022234968
OG0004434,0.0011707155
OG0004151,0.0037494537
OG0004101,0.0049543153
OG0011495,0.0
OG0006982,0.0
OG0023624,0.0
OG0003921,0.0017192011
OG0000330,0.0017092791
OG0023023,0.0
OG0005329,0.0
OG0040154,0.0
OG0000273,0.005170646
OG0000632,0.003972768
OG0003803,0.0041173906
OG0003674,0.0018961577
OG0005528,0.0
OG0003859,0.004940632
OG0003875,0.0008507401
OG0002759,0.0052659777
OG0002262,0.0031007451
OG0049280,0.0
OG0003204,0.003812794
OG0003156,0.010842542
OG0004389,0.0036672761
OG0003512,0.0
OG0000545,0.002028739
OG0003838,0.0018211601
OG0003730,0.0021713043
OG0003373,0.0018440008
OG0005410,0.0
OG0029773,0.0
OG0003221,0.0026058878
OG0005640,0.0
OG0005794,0.0
OG0003835,0.0
OG0035448,0.0
OG0005667,0.0
OG0005817,0.0
OG0006478,0.0
OG0004237,0.0026126988
OG0004767,0.008493848
OG0004459,0.007275766
OG0005337,0.0
OG0005577,0.0
OG0003882,0.0035267097
OG0000573,0.0015824746
OG0005293,0.0
OG0002344,0.0
OG0002180,0.0
OG0004064,0.001368198
OG0001498,0.0010323176
OG0036413,0.0
OG0003876,0.0072706277
OG0003910,0.006275508
OG0004285,0.0025882253
OG0004451,0.0013515119
OG0005810,0.0
OG0001053,0.0018455121
OG0005730,0.0
OG0005670,0.0
OG0004326,0.00039889678
OG0003741,0.0
OG0003784,0.0
OG0003868,0.0026508542
OG0005856,0.0
OG0005775,0.0
OG0001005,0.0033080531
OG0004036,0.003407724
OG0005792,0.0
OG0004111,0.00026797887
OG0005828,0.0
OG0002853,0.0
OG0004117,0.00067442335
OG0006123,0.0
OG0005762,0.0
OG0001105,0.00034537943
OG0001877,0.0
OG0004032,0.0017616518
OG0000486,0.002133887
OG0004201,0.0022782877
OG0005855,0.0
OG0003122,0.00094761845
OG0006222,0.0
OG0003429,0.0020628562
OG0051987,0.0
OG0006813,0.0
OG0005669,0.0
OG0000645,0.0010831318
OG0005530,0.0
OG0033748,0.0
OG0002368,0.00899002
OG0000712,0.0006353918
OG0000004,0.0020727718
OG0004491,0.012312851
OG0000244,0.0011456511
OG0004748,0.001424799
OG0000601,0.0012531623
OG0009881,0.0
OG0001607,0.0007813813
OG0004038,0.0
OG0004015,0.0030903425
OG0003830,0.0015287022
OG0005703,0.0
OG0003746,0.0
OG0005971,0.0
OG0005826,0.0
OG0000168,0.0043919003
OG0004609,0.003821121
OG0001064,0.009253907
OG0036762,0.0
OG0016762,0.0
OG0000391,0.0028868467
OG0010634,0.0
OG0003914,0.0049125976
OG0004651,0.01564689
OG0012435,0.0
OG0004997,0.0
OG0046346,0.0
OG0005223,0.0
OG0003858,0.0032662652
OG0003820,0.0005530497
OG0006014,0.0
OG0003779,0.002645791
OG0000475,0.0
OG0000146,0.0
OG0004634,0.0
OG0004255,0.00092295575
OG0004012,0.0015613392
OG0000501,0.0
OG0007588,0.0
OG0014743,0.0
OG0004254,0.0011171135
OG0004349,0.0035250548
OG0005910,0.0
OG0003896,0.0029483107
OG0028275,0.0
OG0004066,0.0028789924
OG0004446,0.0010260635
OG0004004,0.0027830163
OG0004416,0.0013167704
OG0003193,0.00209607
OG0014147,0.0
OG0004506,0.008697038
OG0002286,0.00078307686
OG0003107,0.0010276177
OG0017423,0.0
OG0000982,0.0020074607
OG0025179,0.0
OG0008763,0.0
OG0005668,0.0
OG0000242,0.0016287755
OG0004391,0.0040654554
OG0014592,0.0
OG0004087,0.00047428804
OG0029048,0.0
OG0001801,0.0008175184
OG0041243,0.0
OG0000637,0.00082014437
OG0003149,0.0039398205
