Feature,Importance
OG0004644,0.0067434344
OG0004228,0.003600967
OG0004030,0.00723331
OG0003317,0.005554972
OG0003909,0.003761868
OG0003847,0.0038864494
OG0028384,0.0
OG0003802,0.0001353587
OG0006252,0.0
OG0026160,0.0
OG0002976,0.0033200572
OG0030154,0.0
OG0003922,0.0014965854
OG0005933,0.0
OG0005611,0.0
OG0006223,0.0
OG0004019,0.002232075
OG0006427,0.0
OG0005997,0.0
OG0005731,0.0
OG0004445,0.0
OG0007565,0.0
OG0004043,0.015235871
OG0003656,0.0054422123
OG0019858,0.0
OG0006076,0.0
OG0002023,0.0010613867
OG0014302,0.0
OG0003478,0.001169969
OG0005780,0.0
OG0007310,0.0
OG0000900,0.0060831457
OG0005650,0.0
OG0002311,0.0031692297
OG0004247,0.00049972784
OG0004557,0.0005682355
OG0005384,0.0
OG0016201,0.0
OG0005776,0.0
OG0040316,0.0
OG0017213,0.0
OG0003761,0.0029207969
OG0004170,0.00080563704
OG0004300,0.0048337234
OG0004408,0.0021715572
OG0003785,0.0023657386
OG0005743,0.0
OG0004430,0.0068257027
OG0012339,0.0
OG0007885,0.0
OG0003682,0.0043229917
OG0003970,0.00087009795
OG0003584,0.0005989373
OG0005757,0.0
OG0013567,0.0
OG0008442,0.0
OG0015020,0.0
OG0005519,0.0
OG0013686,0.0
OG0003801,0.0034478947
OG0000661,0.0038669226
OG0001241,0.0031033664
OG0004323,0.0015205393
OG0002603,0.0024971524
OG0002881,0.0011049901
OG0000514,0.003858672
OG0017144,0.0
OG0000848,0.0024351133
OG0003165,0.0
OG0003167,0.0027998812
OG0005612,0.0
OG0047400,0.0
OG0004275,0.0012693717
OG0012915,0.0
OG0003614,0.0020200885
OG0001164,0.000464878
OG0004163,0.00062666
OG0030560,0.0
OG0004702,0.0030931428
OG0029307,0.0
OG0001569,0.004329411
OG0003094,0.000987816
OG0002211,0.0062370677
OG0000799,5.9707363e-06
OG0024086,0.0
OG0005152,0.0062006484
OG0004249,0.0029353763
OG0004721,0.0
OG0002075,0.002693565
OG0001238,0.0013057608
OG0002974,0.0033630189
OG0003696,0.0012482652
OG0006322,0.0
OG0005741,0.0
OG0005393,0.0
OG0026953,0.0
OG0005092,0.036879636
OG0004549,0.0019450481
OG0003986,0.0013863484
OG0039348,0.0
OG0007248,0.0
OG0036094,0.0
OG0006655,0.0
OG0003573,0.0022487177
OG0005205,0.0
OG0000434,0.0008491148
OG0004190,0.0
OG0035328,0.0
OG0006033,0.0
